PowerMean, CpuMean
26.17460317460317, 28.272727272727273
26.17460317460317, 28.272727272727273
26.2506349206349, 27.742424242424242
26.17460317460317, 28.272727272727273
26.2506349206349, 27.742424242424242
26.642222222222223, 27.924242424242426
26.17460317460317, 28.272727272727273
26.2506349206349, 27.742424242424242
26.642222222222223, 27.924242424242426
26.328730158730156, 27.681818181818183
26.17460317460317, 28.272727272727273
26.2506349206349, 27.742424242424242
26.642222222222223, 27.924242424242426
26.328730158730156, 27.681818181818183
26.541746031746033, 27.96969696969697
