PowerMean, CpuMean
22.674999999999997, 30.776119402985074
22.674999999999997, 30.776119402985074
22.654285714285713, 30.681818181818183
22.674999999999997, 30.776119402985074
22.654285714285713, 30.681818181818183
21.947936507936507, 29.515151515151516
22.674999999999997, 30.776119402985074
22.654285714285713, 30.681818181818183
21.947936507936507, 29.515151515151516
22.281562499999986, 30.238805970149254
22.674999999999997, 30.776119402985074
22.654285714285713, 30.681818181818183
21.947936507936507, 29.515151515151516
22.281562499999986, 30.238805970149254
22.93825396825397, 31.123076923076923
