PowerMean, CpuMean
21.633333333333333, 30.272727272727273
21.633333333333333, 30.272727272727273
18.616349206349206, 25.257575757575758
21.633333333333333, 30.272727272727273
18.389218749999998, 25.257575757575758
17.683174603174606, 23.106060606060606
21.633333333333333, 30.272727272727273
18.389218749999998, 25.257575757575758
17.683174603174606, 23.106060606060606
17.556718749999998, 23.328358208955223
21.633333333333333, 30.272727272727273
18.389218749999998, 25.257575757575758
17.683174603174606, 23.106060606060606
17.556718749999998, 23.328358208955223
18.046507936507933, 24
