PowerMean, CpuMean
23.315396825396835, 32.53030303030303
23.315396825396835, 32.53030303030303
26.461692307692307, 37.23880597014925
23.315396825396835, 32.53030303030303
26.461692307692307, 37.23880597014925
20.92222222222222, 28.863636363636363
23.315396825396835, 32.53030303030303
26.461692307692307, 37.23880597014925
20.92222222222222, 28.863636363636363
22.610952380952384, 31.28787878787879
23.315396825396835, 32.53030303030303
26.461692307692307, 37.23880597014925
20.92222222222222, 28.863636363636363
22.610952380952384, 31.28787878787879
29.646875000000005, 42.333333333333336
