FPSOffloading,serverTimeOffloading,slamTimeOffloading,streamingTimeOffloading,renderTimeOffloading,videoTimeOffloading
16,391.90000000596046,136.72028797864914,255.17971202731133,3.699999988079071,34.80000001192093
2.223704691928479,108,36.45091098546982,71.54908901453018,3.4000000059604645,34.29999998211861
6.680026720638825,114.59999999403954,32.53626498579979,82.06373500823975,3.4000000059604645,31.80000001192093
5.995203836501988,378.30000001192093,305.2003970146179,73.09960299730301,7.699999988079071,33.19999998807907
1.767721407143491,267.90000000596046,196.07458499073982,71.82541501522064,30,28
2.384927259650774,129.09999999403954,55.791557997465134,73.3084419965744,5.700000017881393,29.19999998807907
4.761904761904762,244.2000000178814,160.96566000580788,83.23434001207352,6,30.399999976158142
3.1201248049921997,134.60000002384186,64.22832000255585,70.37168002128601,6,28.399999976158142
5.341880342220514,112.2000000178814,40.301925003528595,71.8980750143528,5.799999982118607,27.099999994039536
6.00961538440012,247.09999999403954,175.85997900366783,71.2400209903717,8.800000011920929,31.19999998807907
3.2509752926507716,133.19999998807907,59.046724021434784,74.15327596664429,5.800000011920929,26.400000005960464
5.2714812865726985,118.80000001192093,47.30417901277542,71.49582099914551,8.799999982118607,31.900000005960464
5.6753688984024775,258,185.58081197738647,72.41918802261353,7.300000011920929,27.19999998807907
3.087372645821543,175.59999999403954,104.50963300466537,71.09036698937416,5.9000000059604645,29.5
4.264392324093817,262.2999999821186,190.79889199137688,71.50110799074173,7.5,29.599999994039536
3.01114122257738,189.69999998807907,120.01668000221252,69.68331998586655,8,29.900000005960464
3.979307600760667,122,49.62324899435043,72.37675100564957,6.5999999940395355,30.30000001192093
5.037783375314861,304.39999997615814,209.2070249915123,95.19297498464584,7,31.100000023841858
2.8555111363476287,195.2999999821186,111.41637000441551,83.8836299777031,7.700000017881393,31.5
3.7509377345174695,256.09999999403954,184.97468900680542,71.12531098723412,6.100000023841858,30.099999994039536
3.127932436776002,121.2999999821186,48.419968992471695,72.88003098964691,5.5999999940395355,28.5
5.549389566596943,245.5,174.42016598582268,71.07983401417732,7.799999982118607,29.400000005960464
3.295978905670252,155.90000000596046,85.11328899860382,70.78671100735664,4.5999999940395355,26.69999998807907
4.688232536726827,245.7000000178814,174.48376402258873,71.21623599529266,5.799999982118607,29.5
3.2883919763880316,277.19999998807907,205.54796999692917,71.6520299911499,7.800000011920929,26.5
2.9859659599349127,273.59999999403954,202.2599750161171,71.34002497792244,7.0999999940395355,26.700000017881393
3.21336760906986,232.80000001192093,152.60319301486015,80.19680699706078,8,33.19999998807907
3.334444815203399,211.5,133.26641401648521,78.23358598351479,6.199999988079071,28.69999998807907
3.7050759543843492,124.09999999403954,48.74092498421669,75.35907500982285,4.300000011920929,28.200000017881393
5.5066079287924685,241,169.94103199243546,71.05896800756454,6.200000017881393,27.299999982118607
3.5486160399696742,255.2999999821186,176.34100398421288,78.95899599790573,6.4000000059604645,32.70000001788139
3.1397174254317113,254.2000000178814,183.30181297659874,70.89818704128265,6.699999988079071,29.099999994039536
3.1535793125789873,263.30000001192093,192.56436198949814,70.73563802242279,5.300000011920929,31
3.0229746069043633,147.69999998807907,77.00624197721481,70.69375801086426,6.399999976158142,30.400000005960464
4.859086491458092,261.80000001192093,189.96909400820732,71.83090600371361,6.299999982118607,26.69999998807907
3.0543677458209975,135.40000000596046,64.80530199408531,70.59469801187515,6,28.299999982118607
4.616805170948838,126.69999998807907,55.92910400032997,70.7708959877491,5.199999988079071,31.400000005960464
5.428881650731364,217.2000000178814,146.27495297789574,70.92504703998566,9,27
3.6443148687255036,149.09999999403954,79.33082899451256,69.76917099952698,6.300000011920929,27.900000005960464
5.224660396911487,289.60000002384186,205.08182299137115,84.5181770324707,7.0999999940395355,29.299999982118607
2.857142857142857,242.90000000596046,173.09996500611305,69.80003499984741,7.800000011920929,27.19999998807907
3.524850194014873,229.5,148.6746810078621,80.82531899213791,7.5,33.20000001788139
3.3377837116818916,209.2999999821186,138.86553499102592,70.43446499109268,8,28.200000017881393
3.7230081902875525,202.40000000596046,134.15303501486778,68.24696499109268,7,27.299999982118607
3.757985719738442,233.2000000178814,162.35696399211884,70.84303602576256,7,28.299999982118607
3.3311125917378748,226,156.03992399573326,69.96007600426674,6.9000000059604645,29.80000001192093
3.769317753317249,240.90000000596046,161.3132440149784,79.58675599098206,8,35.69999998807907
3.2175032176883316,137.7000000178814,67.232715010643,70.46728500723839,6.899999976158142,25.900000005960464
5.246589716027867,237.7000000178814,166.57452002167702,71.12547999620438,8.400000005960464,29.899999976158142
3.310162198013009,241.10000002384186,164.73400899767876,76.3659910261631,7.799999982118607,26.299999982118607
3.323363243536694,207.40000000596046,136.85425299406052,70.54574701189995,8.5,29.899999976158142
3.6968576709796674,141.19999998807907,68.2671970129013,72.93280297517776,7.4000000059604645,26.099999994039536
5.070993915113848,209.69999998807907,138.0746040046215,71.62539598345757,9.800000011920929,26.900000005960464
3.6873156343803695,118.59999999403954,48.33151999115944,70.2684800028801,7.199999988079071,27.700000017881393
5.727376860615399,250.19999998807907,178.49835497140884,71.70164501667023,8.199999988079071,27
3.138731952349995,238.19999998807907,167.27905398607254,70.92094600200653,9.300000011920929,27.5
3.254149040215388,234.59999999403954,161.35585898160934,73.24414101243019,7.5,27.30000001192093
3.3512064342494146,227.7000000178814,157.16186600923538,70.53813400864601,7.399999976158142,25.900000005960464
3.4059945504778657,213.60000002384186,144.19724801182747,69.40275201201439,8.699999988079071,28
3.5511363633357043,211.2000000178814,141.13455298542976,70.06544703245163,8.599999994039536,28.899999976158142
4.012841091684738,218.40000000596046,136.35223498940468,82.04776501655579,10.699999988079071,35.599999994039536
3.756574004676115,230,145.1908470094204,84.8091529905796,8.099999994039536,32.30000001192093
3.323363243536694,117.59999999403954,47.6190419793129,69.98095801472664,7.0999999940395355,26.30000001192093
5.737234652504916,206.30000001192093,136.1071449816227,70.19285503029823,7.4000000059604645,26.299999982118607
3.7133308580259916,215.59999999403954,143.15447399020195,72.44552600383759,8.800000011920929,27.200000017881393
3.568879371649477,207.69999998807907,137.3713479936123,70.32865199446678,9.800000011920929,27.599999994039536
