PowerMean, CpuMean
26.111587301587303, 27.454545454545453
26.111587301587303, 27.454545454545453
26.062857142857137, 27.876923076923077
26.111587301587303, 27.454545454545453
26.062857142857137, 27.876923076923077
26.12222222222221, 28.333333333333332
26.111587301587303, 27.454545454545453
26.062857142857137, 27.876923076923077
26.12222222222221, 28.333333333333332
25.914444444444452, 27.015151515151516
26.111587301587303, 27.454545454545453
26.062857142857137, 27.876923076923077
26.12222222222221, 28.333333333333332
25.914444444444452, 27.015151515151516
25.87619047619047, 27.636363636363637
