PowerMean, CpuMean
26.309365079365072, 27.742424242424242
26.309365079365072, 27.742424242424242
25.271406250000005, 26.761194029850746
26.309365079365072, 27.742424242424242
25.271406250000005, 26.761194029850746
26.133809523809525, 28.393939393939394
26.309365079365072, 27.742424242424242
25.271406250000005, 26.761194029850746
26.133809523809525, 28.393939393939394
25.964603174603162, 27.636363636363637
26.309365079365072, 27.742424242424242
25.271406250000005, 26.761194029850746
26.133809523809525, 28.393939393939394
25.964603174603162, 27.636363636363637
25.675079365079363, 27.484848484848484
