PowerMean, CpuMean
26.005555555555553, 27.49230769230769
26.005555555555553, 27.439393939393938
26.01015873015873, 27.446153846153845
26.005555555555553, 27.439393939393938
26.01015873015873, 27.446153846153845
25.752698412698415, 27.424242424242426
26.005555555555553, 27.439393939393938
26.01015873015873, 27.446153846153845
25.752698412698415, 27.424242424242426
26.145161290322584, 27.50769230769231
26.005555555555553, 27.439393939393938
26.01015873015873, 27.446153846153845
25.752698412698415, 27.424242424242426
26.145161290322584, 27.50769230769231
25.662380952380946, 27.53846153846154
