PowerMean, CpuMean
26.001269841269842, 27.09090909090909
26.001269841269842, 27.09090909090909
26.2436507936508, 27.772727272727273
26.001269841269842, 27.09090909090909
26.2436507936508, 27.772727272727273
26.36507936507936, 28.184615384615384
26.001269841269842, 27.09090909090909
26.2436507936508, 27.772727272727273
26.36507936507936, 28.184615384615384
25.89412698412699, 27.727272727272727
26.001269841269842, 27.09090909090909
26.2436507936508, 27.772727272727273
26.36507936507936, 28.184615384615384
25.89412698412699, 27.727272727272727
26.25682539682539, 27.742424242424242
