PowerMean, CpuMean
23.340952380952373, 31.924242424242426
23.340952380952373, 31.924242424242426
22.869374999999998, 31.28787878787879
23.340952380952373, 31.924242424242426
22.869374999999998, 31.28787878787879
23.10296875, 31.757575757575758
23.340952380952373, 31.924242424242426
22.869374999999998, 31.28787878787879
23.10296875, 31.757575757575758
20.85063492063492, 27.78787878787879
23.340952380952373, 31.924242424242426
22.869374999999998, 31.28787878787879
23.10296875, 31.757575757575758
20.85063492063492, 27.78787878787879
23.20285714285714, 31.636363636363637
