FPSOffloading,serverTimeOffloading,slamTimeOffloading,streamingTimeOffloading,renderTimeOffloading,videoTimeOffloading
14.084507042253522,584.7000000178814,190.4018639922142,394.2981360256672,4.9000000059604645,35.69999998807907
1.5389350569123645,390.59999999403954,284.84615299105644,105.7538470029831,7.5999999940395355,32.69999998807907
1.7099863201617254,288.30000001192093,200.04485800862312,88.2551420032978,31,30
2.2675736961451247,134.5,53.783233016729355,80.71676698327065,5,28.700000017881393
4.614674665055299,268.80000001192093,193.81552600860596,74.98447400331497,7.4000000059604645,28.69999998807907
2.8851702250928937,132.5,59.20601800084114,73.29398199915886,6.0999999940395355,29.900000005960464
5.165289256357373,248.2000000178814,172.99567300081253,75.20432701706886,7.5999999940395355,28.899999976158142
3.1585596968377336,166.09999999403954,95.27221900224686,70.82778099179268,6.9000000059604645,28.19999998807907
4.286326618416826,257.5,181.89500299096107,75.60499700903893,7.299999982118607,29.700000017881393
3.3344448148720414,183,95.84648498892784,87.15351501107216,6.800000011920929,31.400000005960464
4.154549231099755,295.30000001192093,219.8930760025978,75.40692400932312,6.5999999940395355,26.69999998807907
2.7793218456078326,124.7000000178814,53.02140101790428,71.67859899997711,7.0999999940395355,28.599999994039536
6.013229103597816,216.09999999403954,130.38791000843048,85.71208998560905,7.4000000059604645,27.900000005960464
3.695491500450949,218,144.85996901988983,73.14003098011017,7.200000017881393,29.099999994039536
3.572704537258682,180.7000000178814,107.2977069914341,73.4022930264473,6.199999988079071,26.799999982118607
4.625346901272611,317.40000000596046,228.50846099853516,88.89153900742531,7.4000000059604645,31.5
2.6329647181901334,189.09999999403954,116.24915599822998,72.85084399580956,6.899999976158142,28.19999998807907
3.9478878802629045,317.5,223.51660299301147,93.98339700698853,7.5,28.5
2.646202699085016,209.69999998807907,138.75190797448158,70.94809201359749,6.800000011920929,28.30000001192093
3.812428516792041,250.5,177.62053000926971,72.87946999073029,8.400000005960464,26.299999982118607
