PowerMean, CpuMean
25.41873015873016, 27.015151515151516
25.41873015873016, 27.015151515151516
26.136984126984128, 27.863636363636363
25.41873015873016, 27.015151515151516
26.136984126984128, 27.863636363636363
26.621746031746042, 28.333333333333332
25.41873015873016, 27.015151515151516
26.136984126984128, 27.863636363636363
26.287812500000012, 28.333333333333332
25.35253968253969, 26.96969696969697
25.41873015873016, 27.015151515151516
26.136984126984128, 27.863636363636363
26.287812500000012, 28.333333333333332
25.35253968253969, 26.96969696969697
25.71666666666667, 27.681818181818183
