PowerMean, CpuMean
26.17476190476191, 27.62121212121212
26.17476190476191, 27.62121212121212
26.062656250000003, 27.484848484848484
26.17476190476191, 27.62121212121212
26.062656250000003, 27.484848484848484
26.15809523809525, 28.015151515151516
26.17476190476191, 27.62121212121212
26.062656250000003, 27.484848484848484
26.15809523809525, 28.015151515151516
26.193650793650793, 28.181818181818183
26.17476190476191, 27.62121212121212
26.062656250000003, 27.484848484848484
26.15809523809525, 28.015151515151516
25.865625, 28.181818181818183
26.054920634920624, 27.62121212121212
