FPSOffloading,serverTimeOffloading,slamTimeOffloading,streamingTimeOffloading,renderTimeOffloading,videoTimeOffloading,clientMemoryUsageOffloading,serverMemoryUsageOffloading,requestSizeOffloading,responseSizeOffloading
13.351134846561555,370.29999999981374,146.82371299993247,223.47628699988127,5,33.30000000074506,10120845,18457536,3686446,7318
2.4032684450820887,111.90000000037253,39.788424000144005,72.11157600022852,3,28.399999999441206,14265354,18868408,3686446,6198
5.995203836937151,112.8999999994412,33.08181499969214,79.81818499974906,3.800000000745058,34.200000000186265,18403558,19112224,3686446,6118
6.002400960397575,305.20000000018626,228.38216099981219,76.81783900037408,7.5,30.200000000186265,20968978,18581560,3686446,2078
2.0161290322580645,286.1000000005588,210.3402160005644,75.7597839999944,36,30,24276593,18721720,3686446,4298
2.2222222222222223,160.59999999962747,59.52823799941689,101.07176200021058,6.400000000372529,30.800000000745058,28413089,18436192,3686446,2018
4.06338886630528,224.3999999994412,149.06290099956095,75.33709899988025,8.300000000745058,31,32768835,18391368,3686446,5378
3.303600925006226,120.79999999981374,48.436280000023544,72.36371999979019,6.5,30.399999999441206,35384497,18099904,3686446,3818
5.767012687446497,119.79999999981374,42.1933410000056,77.60665899980813,5.7999999998137355,27.700000000186265,9713938,17951952,3686446,3598
5.837711617052466,251.09999999962747,178.27001000009477,72.8299899995327,7.1000000005587935,29.600000000558794,13994561,17860288,3686446,3798
3.222687721552043,157.70000000018626,85.44885599985719,72.25114400032908,7,28.199999999254942,18163954,17956648,3686446,2718
4.555808656036446,165.30000000074506,92.85382000077516,72.4461799999699,6.8999999994412065,29.199999999254942,22332448,18114968,3686446,2498
4.340277777788304,253.29999999981374,180.30833499971777,72.99166500009596,7.6000000005587935,28.399999999441206,24820303,18133904,3686446,4678
3.216468317792851,161.3999999994412,89.09186000004411,72.3081399993971,7.7999999998137355,27.100000000558794,28285799,18106520,3686446,3498
4.498425551060899,291.19999999925494,219.7743279999122,71.42567199934274,8.300000000745058,29.800000000745058,32646763,18347760,3686446,4098
2.8401022436762653,119.09999999962747,49.34776999987662,69.75222999975085,6.1000000005587935,27,36698352,17874288,3686446,2998
5.053057099559493,116.90000000037253,45.775762000121176,71.12423800025135,8,32,40796196,18109840,3686446,2798
5.452562704460026,296.29999999981374,193.73915999941528,102.56084000039846,4.7000000001862645,29.299999999813735,9866697,18312920,3686446,3838
2.9868578255691647,250.09999999962747,125.50941900070757,124.5905809989199,6.800000000745058,33.700000000186265,14050955,18311584,3686446,2658
3.173595683904242,256.80000000074506,182.6476180003956,74.15238200034946,6.8999999994412065,29.699999999254942,18272581,18133296,3686446,4918
3.1289111389273017,156.20000000018626,85.3092769999057,70.89072300028056,6.7999999998137355,28,22310866,18330176,3686446,3098
4.642525533882408,207.3999999994412,135.01770699955523,72.38229299988598,7.2000000001862645,29.299999999813735,26412613,18507360,3686446,4998
3.735524841250591,283,209.9428040003404,73.0571959996596,8.399999999441206,29.600000000558794,28559286,17981592,3686446,4678
2.8677946659003895,263.8999999994412,192.49344000034034,71.40655999910086,7.5,28.90000000037253,32736139,18193312,3686446,5018
2.996703626009715,270.20000000018626,201.58525799959898,68.61474200058728,6.2000000001862645,28.799999999813735,36896797,18414568,3686446,5758
3.005710850614488,246.6000000005588,174.79522200021893,71.80477800033987,6,27.09999999962747,41062852,17972912,3686446,5898
3.2851511169574104,242,170.9029889991507,71.0970110008493,6,25.90000000037253,45171417,17957288,3686446,5398
3.3909799932137563,230,159.71494099963456,70.28505900036544,6.5,30.59999999962747,47145391,18138544,3686446,5538
3.33889816360601,142.1000000005588,71.49382600001991,70.60617400053889,5,29.09999999962747,51210215,18327512,3686446,2438
4.987531172069826,246.29999999981374,171.24983100034297,75.05016899947077,6,29.40000000037253,55410725,17941928,3686446,6078
3.2541490400280058,251.20000000018626,181.2245399998501,69.97546000033617,5.7999999998137355,27.700000000186265,59612801,18198040,3686446,5798
3.422313483912945,232.69999999925494,149.01207400020212,83.68792599905282,5.6000000005587935,33.90000000037253,10317558,18407192,3686446,5898
3.2916392363417155,154.40000000037253,79.36152100004256,75.03847900032997,4.8999999994412065,32,14419396,18668728,3686446,3298
4.6360686138114815,273.90000000037253,202.80301399994642,71.09698600042611,7,28.59999999962747,18777618,17983488,3686446,5418
3.0111412225267142,141.40000000037253,71.08048299979419,70.31951700057834,5.199999999254942,26.90000000037253,10299052,17937840,3686446,4238
5.0403225806356975,142.70000000018626,72.17643599957228,70.52356400061399,5.900000000372529,30.299999999813735,14450008,18105640,3686446,4038
4.9504950495049505,119.30000000074506,46.16074899956584,73.13925100117922,6.199999999254942,27.59999999962747,18565359,18293648,3686446,3938
5.5157198014397535,253.70000000018626,178.39682899974287,75.3031710004434,8.299999999813735,32,22941066,17951696,3686446,4798
3.3233632435984113,317.09999999962747,234.17673300020397,82.9232669994235,7.599999999627471,31.700000000186265,10918597,18117192,3686446,3978
2.6315789473684212,230,161.0948469992727,68.9051530007273,6.7999999998137355,29.5,15341511,17970424,3686446,5338
3.4626038781185766,216.69999999925494,144.87028199993074,71.8297179993242,7.1000000005587935,27.40000000037253,18033001,18133912,3686446,5078
3.6509675063842275,234.3999999994412,163.67201900016516,70.72798099927604,7.400000000372529,27.5,22549739,18303904,3686446,5398
3.4317089910841374,221,148.24628400057554,72.75371599942446,9.299999999813735,29.5,27068024,18380992,3686446,5678
3.528581510228248,231.3999999994412,158.97558400034904,72.42441599909216,8.900000000372529,28.200000000186265,29711342,18096008,3686446,4978
