FPSLocal,slamTimeLocal,renderTimeLocal,videoTimeLocal,clientMemoryUsageLocal
12.578616352201259,75.29999999701977,1,8.700000002980232,284484033
8.583690987124463,11.5,0.9000000022351742,3.300000000745058,284484033
29.940119758475408,8.599999997764826,0.9000000022351742,3.800000000745058,288043601
30.12048192838679,8.600000001490116,1.199999999254942,3.699999999254942,288043601
20,13.300000000745058,1.0999999977648258,5.800000000745058,290964237
14.992503748293407,97.80000000074506,2.5,4.899999998509884,292898209
8.51063829787234,32.5,35.80000000074506,3.600000001490116,295071822
7.047216349430925,67.10000000149012,2.7999999970197678,4.899999998509884,296956698
10.71811361234665,15.199999999254942,1.4000000022351742,4.100000001490116,296956698
29.498525071801346,12.199999999254942,1.7000000029802322,3.399999998509884,300583586
33.2225913645933,19,3,4.400000002235174,300583586
20.040080159422985,14,1.6000000014901161,5.199999999254942,302864474
14.97005988007255,69.60000000149012,1.699999999254942,7.299999997019768,304928618
11.350737798244845,15.900000002235174,1.2999999970197678,3.5,304928618
31.6455696187609,16.600000001490116,2.5,5.199999999254942,307490654
11.049723756906078,15.200000002980232,1.7999999970197678,7.599999997764826,309673514
18.248175182233652,15,1.5999999977648258,5.5,311416982
14.641288434021002,54.19999999925494,1.6000000014901161,6.300000000745058,313287110
10.893246187275423,22.600000001490116,1.6000000014901161,5.199999999254942,315073226
13.351134846063523,22.199999999254942,2.199999999254942,5.899999998509884,286121272
17.331022530553078,15.699999999254942,1.699999999254942,4.300000000745058,286121272
36.630036629036944,14.100000001490116,1.800000000745058,3.599999997764826,289711080
31.64556962249156,53.69999999925494,1.5999999977648258,5.400000002235174,291506892
14.16430594870954,17.599999997764826,1.6000000014901161,3.800000000745058,291506892
21.73913043478261,26,2.100000001490116,5.899999998509884,295107000
14.992503748293407,17.800000000745058,1.800000000745058,9.399999998509884,296959956
19.920318725395255,18.899999998509884,1.4000000022351742,5.800000000745058,296959956
28.409090909692228,59.19999999925494,2.300000000745058,5.700000002980232,300631012
8.726003490287933,19.199999999254942,1.9000000022351742,6.199999999254942,286412152
20,18.699999999254942,2.100000001490116,3.699999999254942,286412152
20.04008016091908,15.599999997764826,1.5,6.400000002235174,290105688
14.97005988007255,18.699999999254942,2.100000001490116,6.100000001490116,291981820
20.040080159422985,65.20000000298023,1.8999999985098839,5.299999997019768,293762828
9.99000999023306,23.100000001490116,2.199999999254942,7.199999999254942,295584356
23.364485980901684,14.800000000745058,2.100000001490116,3.899999998509884,295584356
35.84229390872434,26,1.6000000014901161,4.800000000745058,299101668
12.62626262578751,19.599999997764826,1.6000000014901161,6,300911032
19.960079841209865,66.40000000223517,1.800000000745058,4.699999999254942,302713688
10.010010009786045,17.5,3.199999999254942,5.399999998509884,302898968
29.850746268656717,18,1.5,3.199999999254942,302898968
20.12072434637809,25.5,1.699999999254942,5.800000000745058,306526472
19.960079841209865,15.5,2.100000001490116,3.5,306526472
29.850746268656717,73,2.100000001490116,23.600000001490116,310096268
9.51474785904683,15.699999999254942,1.6000000014901161,3.699999999254942,310096268
31.152647973631744,23.699999999254942,1.8999999985098839,3.699999999254942,313662200
12.594458438523516,17.800000000745058,2.300000000745058,6,315504252
15.015015014679067,17.699999999254942,1.800000000745058,5.899999998509884,317332160
14.992503748293407,61.30000000074506,2.100000001490116,5.399999998509884,319204420
11.990407674075145,27.800000000745058,2,4.600000001490116,319204420
12.019230769338401,26.799999997019768,3.600000001490116,6.200000002980232,321165208
20,25.100000001490116,2.2999999970197678,5.100000001490116,321165208
26.041666665150842,14,1.800000000745058,3.5,324744788
22.22222222222222,62.099999997764826,2.100000001490116,6.300000000745058,326578768
11.990407674075145,30.100000001490116,2.099999997764826,4,326578768
12.004801920660933,28.400000002235174,2.199999999254942,9.899999998509884,330353296
19.379844960680654,27,1.800000000745058,3.099999997764826,330353296
12.254901961119998,28,2,5.800000000745058,334089976
14.992503748293407,69.90000000223517,2.599999997764826,5,335975416
11.876484560149708,14.800000000745058,1.8999999985098839,4.099999997764826,335975416
30.86419753228368,19.899999998509884,2.400000002235174,4,337904100
29.76190476058486,15.800000000745058,2.099999997764826,3.899999998509884,337904100
20.04008016091908,19,2.100000001490116,5,341662744
20.04008016091908,60.100000001490116,2.100000001490116,5,343546596
8.568980291126499,24.100000001490116,3.399999998509884,5.299999997019768,344372212
20,25.300000000745058,2.399999998509884,4.199999999254942,344372212
26.178010471714767,21.200000002980232,1.7999999970197678,3.599999997764826,348048632
29.239766082508343,13,1.8999999985098839,4,348048632
33.003300329221474,73.90000000223517,2.199999999254942,3.599999997764826,351728404
10.277492291802083,24.100000001490116,5.100000001490116,5.299999997019768,285071900
12.004801921197805,23.700000002980232,2.699999999254942,6,287034668
20,14.899999998509884,2.5,4.700000002980232,287034668
29.15451894980403,14.199999999254942,2.300000000745058,3.400000002235174,290809548
30.864197528734973,70.39999999850988,1.9000000022351742,4.899999998509884,292660188
10,30.800000000745058,2.099999997764826,4.199999999254942,294531756
12.004801921197805,17.300000000745058,2.5,6.400000002235174,296458484
20,15.800000000745058,1.699999999254942,4.600000001490116,296458484
28.409090906685634,19.5,1.7999999970197678,5,300130880
29.325513198403158,73.20000000298023,1.5999999977648258,3.699999999254942,301906708
10.26694045150977,25.699999999254942,2,5.399999998509884,303771924
25.31645569620253,21.699999999254942,3,3.599999997764826,303771924
12.953367875772681,23.600000001490116,2.199999999254942,6.899999998509884,305210772
15.015015015518937,26.599999997764826,2.300000000745058,5.200000002980232,307089760
20.040080159422985,77.89999999850988,1.6000000014901161,3.699999999254942,308912188
9.99000999023306,17.599999997764826,2,4.400000002235174,308912188
28.169014084507044,29.300000000745058,2.199999999254942,4.900000002235174,312602428
12.330456226653837,29.299999997019768,1.800000000745058,5.100000001490116,314508484
20.04008016091908,33.20000000298023,1.8999999985098839,4.5,316362832
14.947683108618675,64.89999999850988,2.199999999254942,6.300000000745058,318243048
10.01001001015932,24.5,1.699999999254942,5.300000000745058,320078260
26.31578947368421,21.700000002980232,1.699999999254942,3.699999999254942,320078260
30.211480361177685,35.19999999925494,2.900000002235174,3.899999998509884,321473052
12.69035532982925,18.600000001490116,2.5,5.299999997019768,323332784
19.960079841209865,25.599999997764826,1.7000000029802322,6.600000001490116,325138704
11.990407673539561,33.30000000074506,2.800000000745058,5.099999997764826,327110900
18.79699248146626,32,2,3.699999999254942,327110900
12.5,19.899999998509884,2.100000001490116,6,330840344
20,74.10000000149012,2.300000000745058,4.899999998509884,332674448
10,20,1.8999999985098839,4.699999999254942,332674448
19.920318725395255,28,2.5,5.399999998509884,336354616
20,26,2.599999997764826,4.600000001490116,336354616
12.033694343947875,30.5,2.300000000745058,7.299999997019768,340083664
15.015015015518937,24.199999999254942,3.400000002235174,7.800000000745058,339728516
19.920318725395255,23.300000000745058,2.199999999254942,5,339728516
26.455026454505013,20.400000002235174,1.7999999970197678,4,343356248
30.58103975604846,22,1.7000000029802322,4,343356248
29.585798815915883,12.800000000745058,1.699999999254942,3.699999999254942,346931004
21.978021978021978,23.300000000745058,2,6,348809440
19.920318725395255,21.700000002980232,2.099999997764826,4.5,348809440
28.735632183292825,19.800000000745058,1.699999999254942,3.800000000745058,352436972
20.61855670103093,19,1.7999999970197678,4.800000000745058,352436972
20.080321284840142,74.40000000223517,2.399999998509884,5.799999997019768,356088700
9.99000999023306,21.699999999254942,2.300000000745058,3.300000000745058,356088700
