PowerMean, CpuMean
21.76063492063491, 29.318181818181817
21.76063492063491, 29.318181818181817
22.78952380952381, 31.106060606060606
21.76063492063491, 29.318181818181817
22.78952380952381, 31.106060606060606
22.115714285714283, 30.227272727272727
21.76063492063491, 29.318181818181817
22.78952380952381, 31.106060606060606
22.115714285714283, 30.227272727272727
21.79396825396825, 29.846153846153847
21.76063492063491, 29.318181818181817
22.78952380952381, 31.106060606060606
22.115714285714283, 30.227272727272727
21.79396825396825, 29.846153846153847
22.50265625, 30.272727272727273
