PowerMean, CpuMean
24.594062499999996, 27.64179104477612
24.594062499999996, 27.64179104477612
26.30265624999999, 30.03030303030303
24.594062499999996, 27.64179104477612
26.30265624999999, 30.03030303030303
25.24936507936508, 27.37878787878788
24.594062499999996, 27.64179104477612
26.30265624999999, 30.03030303030303
25.24936507936508, 27.37878787878788
25.685873015873018, 28.09090909090909
24.594062499999996, 27.64179104477612
26.30265624999999, 30.03030303030303
25.24936507936508, 27.37878787878788
25.685873015873018, 28.09090909090909
25.695079365079373, 27.803030303030305
