PowerMean, CpuMean
25.907142857142855, 27.454545454545453
25.907142857142855, 27.454545454545453
25.976562500000004, 27.636363636363637
25.907142857142855, 27.454545454545453
25.976562500000004, 27.636363636363637
26.56111111111111, 28.651515151515152
25.907142857142855, 27.454545454545453
25.976562500000004, 27.636363636363637
26.56111111111111, 28.651515151515152
26.919206349206338, 30.075757575757574
25.907142857142855, 27.454545454545453
25.976562500000004, 27.636363636363637
26.56111111111111, 28.651515151515152
26.919206349206338, 30.075757575757574
25.967142857142864, 27.393939393939394
