PowerMean, CpuMean
22.833333333333336, 31.46969696969697
22.833333333333336, 31.46969696969697
22.70285714285714, 31.348484848484848
22.833333333333336, 31.46969696969697
22.70285714285714, 31.348484848484848
22.7046875, 31.075757575757574
22.833333333333336, 31.46969696969697
22.70285714285714, 31.348484848484848
22.7046875, 31.075757575757574
30.427656249999995, 43.10606060606061
22.833333333333336, 31.46969696969697
22.70285714285714, 31.348484848484848
22.7046875, 31.075757575757574
30.427656249999995, 43.10606060606061
23.260793650793655, 31.742424242424242
