PowerMean, CpuMean
19.32111111111111, 26.90909090909091
19.32111111111111, 26.90909090909091
23.32746031746031, 32.196969696969695
19.32111111111111, 26.90909090909091
23.32746031746031, 32.196969696969695
18.172656250000003, 23.939393939393938
19.32111111111111, 26.90909090909091
23.32746031746031, 32.196969696969695
18.172656250000003, 23.939393939393938
19.551587301587304, 26.272727272727273
19.32111111111111, 26.90909090909091
23.32746031746031, 32.196969696969695
18.172656250000003, 23.939393939393938
19.551587301587304, 26.272727272727273
16.3415625, 20.893939393939394
