FPSOffloading,serverTimeOffloading,slamTimeOffloading,streamingTimeOffloading,renderTimeOffloading,videoTimeOffloading,clientMemoryUsageOffloading,serverMemoryUsageOffloading,requestSizeOffloading,responseSizeOffloading
13.550135501218216,553.8000000007451,161.4449489992112,392.35505100153387,5.199999999254942,36.5,10658113,18804328,3686446,7318
1.6223231667738411,132.19999999925494,43.21351099945605,88.9864889997989,3.800000000745058,32,12861618,19451104,3686446,5538
4.618937644341801,369.09999999962747,273.17074100114405,95.92925899848342,6.900000000372529,31.90000000037253,17424613,19717720,3686446,2698
2.107037505269248,314.2000000011176,193.1541259996593,121.04587400145829,51.29999999888241,30.199999999254942,22051531,18659936,3686446,4478
2.078137988365645,278.7999999988824,159.54922899976373,119.25077099911869,8.200000001117587,30.600000001490116,24388591,18714408,3686446,4718
2.863688430689575,142.2999999988824,63.79197200015187,78.50802799873054,7,29.40000000037253,28432841,18558568,3686446,3098
3.992015968063872,222.80000000074506,126.86144400015473,95.93855600059032,6.699999999254942,27,31609081,18815104,3686446,4118
3.832886163275478,228.5,86.58149999938905,141.91850000061095,7.400000000372529,28.59999999962747,35988599,18509440,3686446,3318
3.527336860670194,140.5,48.50916799902916,91.99083200097084,6.800000000745058,27.699999999254942,40205213,17906248,3686446,3018
5,284.19999999925494,185.11196599900723,99.08803400024772,7.700000001117587,30.09999999962747,43108891,18413568,3686446,4118
2.8587764436912377,129.19999999925494,49.6792500000447,79.52074999921024,4.900000000372529,29.300000000745058,47398164,17934832,3686446,2658
5.446623093637712,186.2000000011176,86.1557080000639,100.04429200105369,10,27.799999998882413,50421833,18420520,3686446,2498
4.00320256206755,309.5,190.959912000224,118.540087999776,6.099999999627471,28.40000000037253,55059562,18750056,3686446,4878
2.7070925825635936,410.6000000014901,85.20065000094473,325.3993500005454,6.799999998882413,26.699999999254942,57860825,18236600,3686446,3658
2.1065936380905192,276.7999999988824,160.6162689998746,116.18373099900782,7.800000000745058,27.200000001117587,62152510,18261632,3686446,5578
2.968239833775287,160.09999999962747,62.00573700107634,98.09426299855113,6.700000001117587,28.5,10193028,18113600,3686446,3638
4.559963520276345,240.60000000149012,166.21039200015366,74.38960800133646,5.699999999254942,27.799999998882413,14673171,18292416,3686446,5358
3.33889816360601,181.60000000149012,68.06135700084269,113.53864300064743,5.699999999254942,27.299999998882413,18901347,18515440,3686446,3518
4.185851820839015,242.90000000037253,166.69886299967766,76.20113700069487,5.799999998882413,26.699999999254942,21517643,18691800,3686446,6038
3.2948929159802307,661.8000000007451,164.7171930000186,497.08280700072646,6,27.199999999254942,25343190,18265360,3686446,5758
1.3509862199419165,232.80000000074506,149.39374700002372,83.40625300072134,6.099999999627471,27,29769170,18002192,3686446,8018
3.4328870580070108,225,137.65582000091672,87.34417999908328,6.100000001490116,27.899999998509884,32208414,18217936,3686446,8038
3.5050823694494118,129.30000000074506,45.49257400073111,83.80742600001395,5,27.90000000037253,36310919,18292376,3686446,4158
5.546311702694774,216.59999999962747,131.14821099862456,85.45178900100291,6.099999999627471,26.40000000037253,40726552,18066880,3686446,7978
3.676470588235294,162.59999999962747,54.70598899945617,107.8940110001713,7,28.09999999962747,43380127,18424056,3686446,4918
4.456327985732353,269,138.91113200038671,130.08886799961329,6.800000000745058,28.899999998509884,10874650,18737616,3686446,8598
2.9949086552993793,171.80000000074506,55.97261899895966,115.8273810017854,6.199999999254942,29.300000000745058,15212096,18103776,3686446,3958
4.05186385736216,158.09999999962747,35.49636600166559,122.60363399796188,5.200000001117587,34.09999999962747,19520071,18201448,3686446,3058
4.512635379068958,158.7999999988824,33.7090850006789,125.09091499820352,5.400000000372529,26.800000000745058,21886645,18461024,3686446,2458
4.721435316319558,218.59999999962747,132.1910159997642,86.40898399986327,6,27.09999999962747,26333762,18651304,3686446,9378
3.5298270384890396,156.2999999988824,50.0722359996289,106.22776399925351,5.100000001490116,29.200000001117587,30703606,18168272,3686446,7818
4.606172270811314,244.39999999850988,122.64056399837136,121.75943600013852,5.200000001117587,29,33300652,18331504,3686446,9378
3.527336860670194,151.09999999962747,49.107306998223066,101.9926930014044,5.400000000372529,34,37508752,18332288,3686446,8458
4.62962962962963,236.7999999988824,133.12048699893057,103.67951299995184,6.300000000745058,29.5,40031246,18542824,3686446,9198
3.369272237209452,149.7999999988824,50.77367699891329,99.02632299996912,5.5,27.200000001117587,44280569,18363968,3686446,7678
5.361930294906166,229.5,140.97928200103343,88.52071799896657,6.5,29.800000000745058,47434975,18559776,3686446,10078
3.743916136283769,120.29999999888241,40.86655900068581,79.4334409981966,4.400000000372529,32.20000000111759,51557801,18802320,3686446,6118
6.013229104001923,225.7999999988824,126.77384099923074,99.02615899965167,4.200000001117587,27.90000000037253,55954561,18261992,3686446,8458
3.502626970227671,207.5,128.46686500124633,79.03313499875367,6.599999999627471,27.300000000745058,58549713,18553248,3686446,7798
3.7835792659749568,248.69999999925494,140.10703399963677,108.59296599961817,6.199999999254942,28,63145889,18852456,3686446,7558
3.2331070158539066,227,140.43763500079513,86.56236499920487,7.700000001117587,29.5,66053702,17993976,3686446,6958
3.456619426192273,238.09999999962747,140.99692600034177,97.1030739992857,8.5,26.59999999962747,70607261,18055104,3686446,7678
3.3579583613289214,236.2000000011176,145.99147100001574,90.20852900110185,7.099999999627471,30.5,11225397,18270624,3686446,5838
3.3489618218185186,224.80000000074506,141.8379520010203,82.96204799972475,7.5,28.299999998882413,15743709,18502240,3686446,6998
