PowerMean, CpuMean
23.08841269841271, 31.21212121212121
23.08841269841271, 31.21212121212121
22.327777777777776, 30.272727272727273
23.08841269841271, 31.21212121212121
22.327777777777776, 30.272727272727273
23.34444444444444, 31.71212121212121
23.08841269841271, 31.21212121212121
22.327777777777776, 30.272727272727273
23.34444444444444, 31.71212121212121
23.238571428571436, 31.575757575757574
23.08841269841271, 31.21212121212121
22.327777777777776, 30.272727272727273
23.34444444444444, 31.71212121212121
23.238571428571436, 31.575757575757574
23.373650793650793, 31.62121212121212
