FPS,slamTime,renderTime,videoTime,clientMemoryUsage
13.642564802217478,28.600000000093132,0.39999999990686774,8.799999999813735,290362698
19.685039370150918,7.2999999998137355,0.40000000037252903,5.7000000001862645,290362698
30.303030303030305,7,0.2999999998137355,5.300000000279397,293836374
29.850746268656717,6.7999999998137355,0.2999999998137355,4.900000000372529,293836374
20.12072434600105,9.799999999813735,0.3000000002793968,6.600000000093132,297358530
19.920318725025687,6.5,0.2999999998137355,6.399999999906868,297358530
20,6.7999999998137355,0.40000000037252903,5.7999999998137355,300921618
61.728395062793005,41.299999999813735,1.1000000000931323,4.600000000093132,302701426
11.8623962039939,10.699999999720603,15.5,5.899999999906868,306870262
14.792899408365544,9.200000000186265,1,6.100000000093132,308822710
20.16129032254279,9.799999999813735,0.6000000000931323,6.2000000001862645,308822710
31.055900620938367,8.299999999813735,0.6000000000931323,6.899999999906868,312540590
29.23976608211022,35.40000000037253,4.2999999998137355,4,310709010
14.925373134328359,10.299999999813735,1,5.300000000279397,310709010
30.76923076923077,10.399999999906868,1,5.2000000001862645,314477406
20.32520325195557,10,0.7000000001862645,5.5,314477406
30.303030303030305,8.699999999720603,0.8000000002793968,5.600000000093132,318056054
29.41176470588235,39.60000000009313,0.7999999998137355,4.399999999906868,319828486
20.964360586920233,14.599999999627471,1,4.5,319828486
29.23976608211022,13.300000000279397,0.8999999999068677,4.399999999906868,323349850
29.940119760562528,13,0.7999999998137355,4.7000000001862645,323349850
30.67484662567924,12.600000000093132,0.8999999999068677,5.5,326851438
30.120481927541856,37,1.1999999997206032,5.5,328648154
15.037593984962406,10.899999999906868,2.599999999627471,5.5,328648154
29.15451895059564,15.799999999813735,0.7999999998137355,4.7000000001862645,330689206
29.940119760562528,15.899999999906868,1.1000000000931323,4.5,330689206
29.41176470588235,15.600000000093132,0.8999999999068677,4.5,334195454
30.395136778201543,38.8000000002794,0.8999999999068677,5.100000000093132,335956882
15.128593040825885,17.799999999813735,1,5.300000000279397,335956882
39.370078740301835,11.600000000093132,0.8999999999068677,4,339540306
25,15.799999999813735,1.1000000000931323,4.7000000001862645,339540306
19.569471624230477,16.800000000279397,1.1999999997206032,5.5,343097154
19.762845849766,45.1999999997206,1.1000000000931323,5.2000000001862645,344905534
12.062726176129354,14.200000000186265,1,4.899999999906868,346699886
19.157088122537004,12.699999999720603,1.2000000001862645,5.100000000093132,348520374
29.850746268656717,11.600000000093132,2.3000000002793968,4.699999999720603,348520374
31.1526479749875,11.699999999720603,1,5.400000000372529,350638494
29.940119760562528,44.60000000009313,1.1000000000931323,4.899999999906868,352403630
14.925373134328359,11.700000000186265,1.1999999997206032,5.2999999998137355,352403630
30.21148036245276,10.700000000186265,1.2999999998137355,6.099999999627471,292391820
28.571428571428573,9.399999999906868,0.8999999999068677,4.899999999906868,292391820
30.76923076923077,9.199999999720603,1.1000000000931323,5.399999999906868,295866084
29.850746268656717,45.700000000186265,1,5.699999999720603,297699724
15.105740181332635,11.800000000279397,1.2999999998137355,5.7999999998137355,297699724
30.95975232171362,10.5,1.1000000000931323,5.399999999906868,301209868
30.120481927964324,10.799999999813735,1.2000000001862645,4.7000000001862645,301209868
30.030030029778068,9.700000000186265,1,5.2999999998137355,304752788
29.940119760562528,54.1999999997206,0.8999999999068677,4.600000000093132,306502208
14.880952381014252,11.299999999813735,0.8000000002793968,4.800000000279397,306502208
30.030030029778068,14.5,0.8999999999068677,5.2999999998137355,309996456
20.283975659305845,14.399999999906868,2.6000000000931323,5.2000000001862645,310545728
23.25581395348837,14.400000000372529,1.5,5.899999999906868,310545728
18.214936247754032,51.39999999990687,0.8999999999068677,5.900000000372529,314402336
14.684287812021035,15,1.2999999998137355,5.100000000093132,314402336
35.21126760574927,13.600000000093132,1.8999999999068677,4.800000000279397,317984384
26.666666666666668,12.200000000186265,1,5.7000000001862645,317984384
29.673590504287027,12.299999999813735,1,5.2000000001862645,321518536
29.940119760562528,50.1999999997206,1,5.800000000279397,323293356
14.925373134328359,16.09999999962747,1.1000000000931323,5.800000000279397,323293356
20.16129032254279,11.200000000186265,1.2999999998137355,8.5,326904708
19.193857965416747,14.199999999720603,1.1000000000931323,4.600000000093132,328716388
33.44481605361588,13.200000000186265,1.2999999998137355,5.399999999906868,328716388
30.395136778201543,55.200000000186265,1.5,4.399999999906868,294243656
15.082956259363286,19.600000000093132,1.1999999997206032,5.899999999906868,294243656
20.120724346189572,18.5,2.2999999998137355,5.300000000279397,297873144
14.947683109138895,17.600000000093132,1.1000000000931323,4.600000000093132,299703168
19.41747572815534,16.299999999813735,1.2000000001862645,4.900000000372529,301540036
29.325513196400845,55.60000000009313,1.5,3.8999999999068677,303356952
11.890606420914299,21.800000000279397,1.1000000000931323,4.7000000001862645,305208096
17.54385964912281,11.900000000372529,1.1999999997206032,5.2999999998137355,305208096
27.77777777777778,11.5,1.1000000000931323,6,308803120
30.21148036245276,12.299999999813735,2.3000000002793968,6,308803120
30.395136778201543,17.899999999906868,1.2999999998137355,6.100000000093132,310844508
27.85515320341488,65.59999999962747,1.1000000000931323,5.300000000279397,312654228
10.010010010019341,23.5,1.1999999997206032,5.400000000372529,314499708
28.089887640375952,21,1.2000000001862645,5.399999999906868,314499708
28.40909090894058,20.199999999720603,1.1000000000931323,5.5,318110456
