PowerMean, CpuMean
23.433968253968256, 31.772727272727273
23.433968253968256, 31.772727272727273
24.170952380952386, 33.09090909090909
23.433968253968256, 31.772727272727273
24.170952380952386, 33.09090909090909
23.343015873015887, 31.78787878787879
23.433968253968256, 31.772727272727273
24.170952380952386, 33.09090909090909
23.343015873015887, 31.78787878787879
23.15063492063492, 31.78787878787879
23.433968253968256, 31.772727272727273
24.170952380952386, 33.09090909090909
23.343015873015887, 31.78787878787879
23.15063492063492, 31.78787878787879
23.328281250000003, 31.727272727272727
