FPSOffloading,serverTimeOffloading,slamTimeOffloading,streamingTimeOffloading,renderTimeOffloading,videoTimeOffloading,clientMemoryUsageOffloading,serverMemoryUsageOffloading,requestSizeOffloading,responseSizeOffloading
12.626262626381406,1177.300000000745,189.25213100016117,988.0478690005839,4.400000000372529,34.40000000037253,10782201,18833768,3686446,7318
0.8003201280512204,401.90000000037253,186.05951200053096,215.84048799984157,3.700000001117587,32,13155671,18477936,3686446,5778
1.829491401385426,396.09999999962747,189.74497899971902,206.35502099990845,50.20000000111759,27.199999999254942,17825729,18383112,3686446,5018
1.7940437746728979,369.09999999962747,161.48843699879944,207.61156300082803,9.400000000372529,28.800000000745058,22159195,18665264,3686446,5478
2.4236548715375386,301.8999999985099,64.99664899893105,236.90335099957883,6.700000001117587,29.5,24387735,18205064,3686446,3358
2.7188689505248465,342.30000000074506,138.39025999978185,203.9097400009632,7.099999999627471,41.59999999962747,28640680,18260360,3686446,5218
2.505010020033067,291.69999999925494,71.4359200000763,220.26407999917865,6.900000000372529,30.09999999962747,31749664,18516136,3686446,3178
2.817695125399264,359.2000000011176,149.91671100072563,209.28328900039196,6.299999998882413,27.5,36003258,18749792,3686446,4838
2.387774594074071,282,78.91135799884796,203.08864200115204,7.599999999627471,26,39989742,18004928,3686446,3178
2.5833118057374382,371.5,166.54509299993515,204.95490700006485,7.300000000745058,29.09999999962747,42927229,18293032,3686446,4278
2.038735983690112,348.30000000074506,144.25866500101984,204.04133499972522,7.199999999254942,26.90000000037253,47387157,17961632,3686446,4798
2.4102193299568624,380.7999999988824,175.4303389992565,205.36966099962592,8.200000001117587,27.40000000037253,50435732,17892464,3686446,4618
2.246686137948409,383.6000000014901,179.88840500079095,203.71159500069916,6.299999998882413,26.09999999962747,55083615,17836712,3686446,5598
2.247696111483845,375.5,172.0831899996847,203.4168100003153,5.599999999627471,26.800000000745058,59633661,18225032,3686446,4998
2.2747952684277695,379.5,171.72543100081384,207.77456899918616,6.100000001490116,28.59999999962747,10595191,18178192,3686446,5778
2.2644927536250985,362.30000000074506,158.75588100031018,203.54411900043488,5.900000000372529,25.90000000037253,15067061,18408344,3686446,5838
2.3534949399838156,354.2000000011176,150.81478199921548,203.3852180019021,6.299999998882413,27.09999999962747,17729297,18202472,3686446,5918
2.3934897079899873,391.19999999925494,164.41125500015914,226.7887449990958,6.800000000745058,27.5,22298356,17879680,3686446,5878
2.2036139268454447,357.7999999988824,153.90083499997854,203.89916499890387,5.800000000745058,29.100000001490116,10427375,18176000,3686446,6098
2.3798191337395056,354.69999999925494,150.7837409991771,203.91625900007784,6,25.90000000037253,15026965,18446608,3686446,5378
2.3986567522166142,264.5,60.942722000181675,203.55727799981833,5.400000000372529,30.699999999254942,19337723,17865976,3686446,3238
2.898550724637681,257.30000000074506,51.863152001053095,205.43684799969196,4.800000000745058,27.799999998882413,21908324,17869120,3686446,2998
3.1240237425840793,254.60000000149012,50.562765000388026,204.0372350011021,6.099999999627471,29.299999998882413,26481089,18108096,3686446,2838
3.1655587211105436,361,157.64859599992633,203.35140400007367,6.299999998882413,27.09999999962747,29432635,18301488,3686446,6158
2.338634237607276,365.59999999962747,160.3070000000298,205.29299999959767,6.300000000745058,29,34214897,17976264,3686446,4998
2.304678497347641,385.40000000037253,150.23286999948323,235.1671300008893,6.799999998882413,26.59999999962747,37092220,17979864,3686446,5278
2.2163120567412484,358.5,155.4097229987383,203.0902770012617,8.100000001490116,25.699999999254942,39907085,18174952,3686446,5998
2.3529411764705883,360.69999999925494,157.19335000030696,203.50664999894798,7.700000001117587,27.5,44788157,18365344,3686446,5098
2.346316283439109,358.90000000037253,152.40738599933684,206.4926140010357,7,26.5,47722242,18030496,3686446,4998
2.336994624910328,368.59999999962747,165.6686269994825,202.93137300014496,8.299999998882413,27.200000001117587,52591658,18274984,3686446,4718
2.294630564475196,354.80000000074506,152.04098499938846,202.7590150013566,7.800000000745058,27.299999998882413,55572457,18480568,3686446,4978
2.372479240806643,354.2999999988824,149.23482600040734,205.06517399847507,7.400000000372529,27.90000000037253,58702827,18138336,3686446,5558
2.373605506771072,351.2000000011176,148.59068999998271,202.60931000113487,6.5,25.90000000037253,63477365,18400064,3686446,5698
2.4102193299568624,354.80000000074506,151.9470220003277,202.85297800041735,9.199999999254942,28.59999999962747,66508617,18584936,3686446,5278
2.529724260050886,373,157.48033900000155,215.51966099999845,7.300000000745058,34.59999999962747,71352662,17915216,3686446,5158
2.2341376228794285,355.90000000037253,148.17323799990118,207.72676200047135,7.699999999254942,27.40000000037253,11461055,18092264,3686446,4658
2.3640661938534278,352,148.53477299958467,203.46522700041533,7.300000000745058,26.199999999254942,14440194,18173096,3686446,4278
2.3923444976076556,347.5,142.55935300141573,204.94064699858427,6.899999998509884,25.800000000745058,19329071,18363896,3686446,4478
2.336994624910328,343.09999999962747,139.82583899982274,203.27416099980474,6.400000000372529,29.5,22554090,18057368,3686446,5838
2.4108003857345572,349.09999999962747,145.9657630007714,203.13423699885607,6.099999999627471,27.200000001117587,25799893,18295992,3686446,5818
2.397506593134566,340.5,138.08919999934733,202.41080000065267,7.300000000745058,26.199999999254942,30663116,18201560,3686446,5698
2.4685262898072566,339.8999999985099,137.7109479997307,202.18905199877918,4.800000000745058,25.800000000745058,33803006,18351504,3686446,5778
2.6301946344081,258.69999999925494,44.402427000924945,214.29757299833,5.800000000745058,30.700000001117587,38318065,18477288,3686446,118
3.3355570380170607,337.40000000037253,120.430229999125,216.96977000124753,5.799999998882413,30,41130977,18016704,3686446,5418
