PowerMean, CpuMean
22.765692307692316, 31.181818181818183
22.765692307692316, 31.119402985074625
23.364218750000003, 32.63636363636363
22.765692307692316, 31.119402985074625
23.364218750000003, 32.63636363636363
23.350156249999998, 31.818181818181817
22.765692307692316, 31.119402985074625
23.364218750000003, 32.63636363636363
23.350156249999998, 31.818181818181817
26.23777777777778, 36.13636363636363
22.765692307692316, 31.119402985074625
23.364218750000003, 32.63636363636363
23.350156249999998, 31.818181818181817
26.23777777777778, 36.13636363636363
27.970158730158733, 38.77272727272727
